,Company,Rating,Review Count,Position,Experience,Salary,Location,Skills,Link
66,Signify,4.0,(258 Reviews),Development Engineer - Data Science,7-10 Yrs,Not disclosed,Bangalore/Bengaluru,"data science,Artificial Intelligence,Diversity and Inclusion,Machine learning,Agile,Data collection,Data analytics,Data mining",https://www.naukri.com/job-listings-development-engineer-data-science-signify-bangalore-bengaluru-7-to-10-years-140521500017?src=jobsearchDesk&sid=16259964227445100&xp=7&px=5
67,IBM India Pvt. Limited,4.0,(9963 Reviews),Data Science Engineer,6-7 Yrs,Not disclosed,Bengaluru/Bangalore,"Kubernetes,Python,agile,Excel,Java,WEKA,MLlib,VMware",https://www.naukri.com/job-listings-data-science-engineer-ibm-india-pvt-limited-bengaluru-bangalore-6-to-7-years-210621901999?src=jobsearchDesk&sid=16259964227445100&xp=8&px=5
68,IBM India Pvt. Limited,4.0,(9963 Reviews),Data Science Engineer,6-10 Yrs,Not disclosed,Bangalore/Bengaluru,"MLlib,Kubernetes,agile,WEKA,Java,NumPy,Excel,R",https://www.naukri.com/job-listings-data-science-engineer-ibm-india-pvt-limited-bangalore-bengaluru-6-to-10-years-090621907161?src=jobsearchDesk&sid=16259964227445100&xp=9&px=5
69,Headhunter Placement Consultants , , ,Head Artificial Intelligence (AI) & Data Science,8-12 Yrs,"50,00,000 - 70,00,000 PA.",Bangalore/Bengaluru,"AI Syatems,Artificial Intelligence & Syatems,Machine Learning,IT Skills,Deep learning",https://www.naukri.com/job-listings-head-artificial-intelligence-ai-data-science-headhunter-placement-consultants-bangalore-bengaluru-8-to-12-years-070721002893?src=jobsearchDesk&sid=16259964227445100&xp=10&px=5
70,Headhunter Placement Consultants , , ,Head Artificial Intelligence (AI) & Data Science,8-12 Yrs,"50,00,000 - 70,00,000 PA.",Bangalore/Bengaluru,"AI Syatems,Artificial Intelligence & Syatems,Machine Learning,IT Skills,Deep learning",https://www.naukri.com/job-listings-head-artificial-intelligence-ai-data-science-headhunter-placement-consultants-bangalore-bengaluru-8-to-12-years-070721002615?src=jobsearchDesk&sid=16259964227445100&xp=11&px=5
71,Faster Consultancy Services, , ,Manager - Data Science,0-5 Yrs,Not disclosed,Bengaluru,"C++,data science,Coding,Machine learning,Data structures,Information retrieval,Natural language processing,System development",https://www.naukri.com/job-listings-manager-data-science-faster-consultancy-services-bengaluru-bangalore-0-to-5-years-231120500870?src=jobsearchDesk&sid=16259964227445100&xp=12&px=5
72,Perform Group,4.2,(12 Reviews),Principal Data Scientist/ Manager - Data Science,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,"data science,Opencv,Consulting,Research,AWS,Principal,Python",https://www.naukri.com/job-listings-principal-data-scientist-manager-data-science-perform-group-bangalore-bengaluru-8-to-12-years-200521500300?src=jobsearchDesk&sid=16259964227445100&xp=13&px=5
73,NeenOpal Intelligent Solutions Pvt. Ltd., , ,Data Science Internship - Immediate Joining,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,"data science,Intern,Coding,Machine learning,Data analytics,Internship,Python",https://www.naukri.com/job-listings-data-science-internship-immediate-joining-neenopal-intelligent-solutions-pvt-ltd-bengaluru-bangalore-0-to-1-years-060820500715?src=jobsearchDesk&sid=16259964227445100&xp=14&px=5
74,AXA Business Services Pvt Ltd,3.8,(833 Reviews),Data Science Engineer,3-5 Yrs,Not disclosed,Bengaluru,"IT Skills,Data Science,Hadoop Administration,GIT,Linux,Coding,Machine learning,Monitoring",https://www.naukri.com/job-listings-data-science-engineer-axa-business-services-pvt-ltd-bengaluru-bangalore-3-to-5-years-190819501616?src=jobsearchDesk&sid=16259964227445100&xp=15&px=5
75,Acuity Knowledge Partners,3.2,(45 Reviews),Data Science – ML Engineer,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,"Tensorflow,Natural Language Processing,Machine Learning,Deep Learning,Data Science,Pytorch,NLP,NoSQL",https://www.naukri.com/job-listings-data-science-ml-engineer-acuity-knowledge-services-india-private-limited-bangalore-bengaluru-1-to-3-years-160621007819?src=jobsearchDesk&sid=16259964227445100&xp=16&px=5
76,Premier Consultants , , ,Analyst/Sr.Analyst-Data Science with AI/ML based Company,2-5 Yrs,"15,00,000 - 20,00,000 PA.","Pune, Bangalore/Bengaluru","Data Science,NLP,BFSI,Data Scientist,Credit Risk,Machine Learning Model,Credit Bureau,Machine Learning",https://www.naukri.com/job-listings-analyst-sr-analyst-data-science-with-ai-ml-based-company-premier-consultants-pune-bangalore-bengaluru-2-to-5-years-160621000652?src=jobsearchDesk&sid=16259964227445100&xp=17&px=5
77,TRIAD SQUARE INFOSEC PVT LTD  , , ,DATA Science LEAD,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Engineering,NoSQL,SSIS,AWS,SSRS,Python,IT Skills",https://www.naukri.com/job-listings-data-science-lead-triad-square-infosec-pvt-ltd-bangalore-bengaluru-5-to-8-years-060721003096?src=jobsearchDesk&sid=16259964227445100&xp=18&px=5
78,ZS Associates India Pvt Ltd,3.9,(403 Reviews),Data Science Manager,9-14 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru","Python,Big Data,IT Skills,Cloud,Project Management,BPO,project management,Data Science",https://www.naukri.com/job-listings-data-science-manager-zs-associates-india-pvt-ltd-pune-bangalore-bengaluru-9-to-14-years-010621001414?src=jobsearchDesk&sid=16259964227445100&xp=19&px=5
79,AXA Business Services Pvt Ltd,3.8,(833 Reviews),Associate Data Science Consultant,3-5 Yrs,Not disclosed,Bengaluru,"Text mining,PDF,data science,Network analysis,Machine learning,Mining operations,Data mining,Operations",https://www.naukri.com/job-listings-associate-data-science-consultant-axa-business-services-pvt-ltd-bengaluru-bangalore-3-to-5-years-190819501619?src=jobsearchDesk&sid=16259964227445100&xp=20&px=5
80,AXA Business Services Pvt Ltd,3.8,(833 Reviews),Associate Data Science Consultant,3-5 Yrs,Not disclosed,Bengaluru,"Text mining,PDF,data science,Network analysis,Machine learning,Mining operations,Data mining,Operations",https://www.naukri.com/job-listings-associate-data-science-consultant-axa-business-services-pvt-ltd-bengaluru-bangalore-3-to-5-years-190819501619?src=jobsearchDesk&sid=16259964605479177&xp=1&px=6
81,OceanOfWeb, , ,Python Tech Lead - RDBMS / Data Science,7-12 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","IT Skills,Python,Data Science,DevOps,Javascript,RDBMS,Python Tech Lead,web applications",https://www.naukri.com/job-listings-python-tech-lead-rdbms-data-science-oceanofweb-hyderabad-secunderabad-bangalore-bengaluru-7-to-12-years-110621908103?src=jobsearchDesk&sid=16259964605479177&xp=2&px=6
82,jupiter, , ,"Senior Software Engineer , Data Science",3-7 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer science,data science,Analytical,SCALA,Banking,CMS,Programming,HTML",https://www.naukri.com/job-listings-senior-software-engineer-data-science-jupiter-bangalore-bengaluru-3-to-7-years-160421500169?src=jobsearchDesk&sid=16259964605479177&xp=3&px=6
83,Unravel, , ,Sr . Software Engineer ( Data Science ),3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"DataBricks,Big Data,Spark,Kafka,Impala,Python,Data Science,Hadoop",https://www.naukri.com/job-listings-sr-software-engineer-data-science-unravel-bangalore-bengaluru-3-to-6-years-190421501032?src=jobsearchDesk&sid=16259964605479177&xp=4&px=6
84,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Data Science Advanced Application Engineer,8-10 Yrs,Not disclosed,Bangalore/Bengaluru,"communication,Data Science,Deep Learning,Data Visualization,Algorithms,Advanced Machine Learning,Machine Learning,Data Wrangling",https://www.naukri.com/job-listings-data-science-advanced-application-engineer-accenture-solutions-pvt-ltd-bangalore-bengaluru-8-to-10-years-150621910718?src=jobsearchDesk&sid=16259964605479177&xp=5&px=6
85,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Data Science Advanced Application Engineer,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer science,Analytical,Consulting,Machine learning,Agile,Data processing,Application development,Calculus",https://www.naukri.com/job-listings-data-science-advanced-application-engineer-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-150621910105?src=jobsearchDesk&sid=16259964605479177&xp=6&px=6
86,Near Pte. Ltd., , ,"Senior, Data Science",4-8 Yrs,Not disclosed,Bengaluru,"Computer science,Telecom,Coding,Project management,Analytical,Intellectual property,Machine learning,ANSI",https://www.naukri.com/job-listings-senior-data-science-near-pte-ltd-bengaluru-bangalore-4-to-8-years-250221501047?src=jobsearchDesk&sid=16259964605479177&xp=7&px=6
87,Near Pte. Ltd., , ,"Senior, Data Science ",4-8 Yrs,Not disclosed,Bengaluru,"Computer science,Telecom,Coding,Project management,Analytical,Intellectual property,HTML,ANSI",https://www.naukri.com/job-listings-senior-data-science-near-pte-ltd-bengaluru-bangalore-4-to-8-years-190221500738?src=jobsearchDesk&sid=16259964605479177&xp=8&px=6
88,ExecBoardinAsia, , ,Senior Manager I - Data Science (Marketplace),11-15 Yrs,Not disclosed,Bangalore/Bengaluru,"data science,Analytical,Machine learning,E-commerce,Management,Business solutions,Cost,Supervision",https://www.naukri.com/job-listings-senior-manager-i-data-science-marketplace-execboardinasia-bangalore-bengaluru-11-to-15-years-280521501027?src=jobsearchDesk&sid=16259964605479177&xp=9&px=6
89,Gladwin Analytics,4.0,(2 Reviews),Senior Manager - Data Science,11-16 Yrs,Not disclosed,"Mumbai, Bengaluru","Product launch,Computer science,SAP,data science,Diagnostics,Coding,Analytical,Machine learning",https://www.naukri.com/job-listings-senior-manager-data-science-gladwin-analytics-mumbai-bengaluru-bangalore-11-to-16-years-221118500064?src=jobsearchDesk&sid=16259964605479177&xp=10&px=6
90,ExecBoardinAsia, , ,"Senior Manager, Data Science",5-10 Yrs,Not disclosed,Bengaluru,"Operations research,Business consulting,Primary research,data science,Analytical,Demand forecasting,Machine learning,Product design",https://www.naukri.com/job-listings-senior-manager-data-science-execboardinasia-bengaluru-bangalore-5-to-10-years-220820500145?src=jobsearchDesk&sid=16259964605479177&xp=11&px=6
91,Quantzig, , ,Analytics Consultant - Senior Analytics Consultant – Data Science,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,"Supply chain,customer analytics,Analytical,Market intelligence,Consulting,Machine learning,Forecasting,Analytics",https://www.naukri.com/job-listings-analytics-consultant-senior-analytics-consultant-data-science-quantzig-bangalore-bengaluru-2-to-4-years-220521500288?src=jobsearchDesk&sid=16259964605479177&xp=12&px=6
92,RGF Professional Recruitment,2.8,(3 Reviews),Application & Automation Manager Data Science,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Automation,jQuery,data science,Data modeling,Enterprise applications,Agile,Workflow,SDLC",https://www.naukri.com/job-listings-application-automation-manager-data-science-rgf-professional-recruitment-bangalore-bengaluru-5-to-10-years-070621501124?src=jobsearchDesk&sid=16259964605479177&xp=13&px=6
93,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Data Science Application Lead,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,"Azure ML,Tensorflow,Plotly,Seaborn,Cloudera,Analytical,communication,Keras",https://www.naukri.com/job-listings-data-science-application-lead-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-020621905735?src=jobsearchDesk&sid=16259964605479177&xp=14&px=6
94,Reliance Jio Infocomm Ltd.,4.0,(10065 Reviews),Manager Data Science,5-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Report generation,Data management,Machine learning,Data structures,Business modeling,Mobile applications,Data warehousing,Predictive analytics",https://www.naukri.com/job-listings-manager-data-science-reliance-jio-infocomm-ltd-bangalore-bengaluru-5-to-6-years-150621501164?src=jobsearchDesk&sid=16259964605479177&xp=15&px=6
95,Teamware Solutions,4.1,(129 Reviews),Data Science Requirements,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Python,Machine Learning,Big Data,Computer science,Text mining,PDF,Web analytics",https://www.naukri.com/job-listings-data-science-requirements-teamware-solutions-bangalore-bengaluru-4-to-9-years-020320500210?src=jobsearchDesk&sid=16259964605479177&xp=16&px=6
96,Onsurity Technologies ,5.0,(14 Reviews),Data Analyst and Data Science,4-6 Yrs,"8,00,000 - 12,00,000 PA.",Bangalore/Bengaluru,"Alteryx,Power Bi,Data Analytics,Python",https://www.naukri.com/job-listings-data-analyst-and-data-science-onsurity-technologies-bangalore-bengaluru-4-to-6-years-240521001418?src=jobsearchDesk&sid=16259964605479177&xp=17&px=6
97,Onsurity Technologies ,5.0,(14 Reviews),Data Analyst and Data Science,3-6 Yrs,"8,00,000 - 12,00,000 PA.",Bangalore/Bengaluru,"Alteryx,Power Bi,Data Analytics,Python",https://www.naukri.com/job-listings-data-analyst-and-data-science-onsurity-technologies-bangalore-bengaluru-3-to-6-years-010621002781?src=jobsearchDesk&sid=16259964605479177&xp=18&px=6
98,KeepTruckin, , ,Manager Data Science,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer science,Statistical programming,SAN,Data analysis,data science,Machine learning,Telematics,Freight",https://www.naukri.com/job-listings-manager-data-science-keeptruckin-bangalore-bengaluru-4-to-7-years-090621500118?src=jobsearchDesk&sid=16259964605479177&xp=19&px=6
99,Global Talent Pool, , ,Data Science (ETO - Engineering),3-5 Yrs,Not disclosed,"Mumbai, Bengaluru","Computer science,data science,Analytical,Programming,Data structures,Mathematics,Statistics,Python",https://www.naukri.com/job-listings-data-science-eto-engineering-global-talent-pool-mumbai-bengaluru-bangalore-3-to-5-years-191119500168?src=jobsearchDesk&sid=16259964605479177&xp=20&px=6
100,INTELLIPREDIKT TECHNOLOGIES PRIVATE LIMITED,4.6,(5 Reviews),Data Science Engineer,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Printing,data science,Machine learning,Data analytics,data visualization",https://www.naukri.com/job-listings-data-science-engineer-intellipredikt-technologies-private-limited-bangalore-bengaluru-1-to-5-years-040220500142?src=jobsearchDesk&sid=16259965029981952&xp=1&px=7
101,Bloom Consulting Services,4.1,(20 Reviews),Data Science Engineer,2-5 Yrs,Not disclosed,Bengaluru,"Statistical programming,data science,Machine learning,SCALA,Open source,Data mining,Ruby,MATLAB",https://www.naukri.com/job-listings-data-science-engineer-bloom-consulting-services-bengaluru-bangalore-2-to-5-years-300519501248?src=jobsearchDesk&sid=16259965029981952&xp=2&px=7
102,jupiter, , ,Software Development Engineer - Platform Data Science,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer science,Object oriented design,data science,Machine learning,Integration testing,CMS,Data structures,HTML",https://www.naukri.com/job-listings-software-development-engineer-platform-data-science-jupiter-bangalore-bengaluru-2-to-5-years-180221501588?src=jobsearchDesk&sid=16259965029981952&xp=3&px=7
103,Perform Group,4.2,(12 Reviews),Data Science Quality Assessment Engineer,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer vision,Construction,Web technologies,data science,Machine learning,Manager Technology,Wellness,Data analytics",https://www.naukri.com/job-listings-data-science-quality-assessment-engineer-perform-group-bengaluru-bangalore-3-to-6-years-120121501946?src=jobsearchDesk&sid=16259965029981952&xp=4&px=7
104,EMSOL Employment Solutions , , ,Manager Data Science,9-14 Yrs,"9,00,000 - 14,00,000 PA.","Pune, Bangalore/Bengaluru, Delhi / NCR","Data Science,R,Power Bi,prescriptive models,Machine Learning,Predictive Analytics,Python",https://www.naukri.com/job-listings-manager-data-science-emsol-employment-solutions-pune-bangalore-bengaluru-delhi-ncr-9-to-14-years-020721004708?src=jobsearchDesk&sid=16259965029981952&xp=5&px=7
105,Quality Engineering  Software Technologies Pvt. Ltd.,3.3,(746 Reviews),Data Science,6-9 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Testing,Data Science,Machine Learning,Cloud,AWS,Azure,Application design",https://www.naukri.com/job-listings-data-science-quality-engineering-software-technologies-pvt-ltd-bangalore-bengaluru-6-to-9-years-250621501195?src=jobsearchDesk&sid=16259965029981952&xp=6&px=7
106,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Team Lead/Consultant-Data Science,7-11 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Data Science,Machine Learning,Artificial Intelligence,Publishing,Process orientation,Architecture,Consulting",https://www.naukri.com/job-listings-team-lead-consultant-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-7-to-11-years-230621906029?src=jobsearchDesk&sid=16259965029981952&xp=7&px=7
107,ExecBoardinAsia, , ,Director Data Science,11-15 Yrs,Not disclosed,Bangalore/Bengaluru,"advanced analytics,Automation,Prototype,data science,Analytical,Deployment,Data quality,Data analytics",https://www.naukri.com/job-listings-director-data-science-execboardinasia-bangalore-bengaluru-11-to-15-years-230920500099?src=jobsearchDesk&sid=16259965029981952&xp=8&px=7
108,ExecBoardinAsia, , ,Associate Director - Data Science,11-15 Yrs,Not disclosed,Bangalore/Bengaluru,"advanced analytics,Data management,data science,big data analytics,Machine learning,Competency development,HR policies,E-commerce",https://www.naukri.com/job-listings-associate-director-data-science-execboardinasia-bangalore-bengaluru-11-to-15-years-121020500825?src=jobsearchDesk&sid=16259965029981952&xp=9&px=7
109,CDM SMITH GLOBAL SERVICES INDIA LLP,4.4,(89 Reviews),Intermediate Data Science Specialist,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Science,Artificial Intelligence,SQL Queries,Machine Learning,Deep Learning,Python",https://www.naukri.com/job-listings-intermediate-data-science-specialist-cdm-smith-global-services-india-llp-bangalore-bengaluru-3-to-6-years-010621006137?src=jobsearchDesk&sid=16259965029981952&xp=10&px=7
110,Suyati Technologies Pvt Ltd,4.4,(22 Reviews),Data Science Practice Manager,12-17 Yrs,Not disclosed,"Kochi/Cochin, Bangalore/Bengaluru","IT Skills,Data Science,Machine Learning,Big Data,Technical management,big data analytics,Manager Technology,PHP",https://www.naukri.com/job-listings-data-science-practice-manager-suyati-technologies-pvt-ltd-kochi-cochin-bangalore-bengaluru-12-to-17-years-260221500395?src=jobsearchDesk&sid=16259965029981952&xp=11&px=7
111,Enrich and Enlight, , ,Associate Manager Data science,5-10 Yrs,"15,00,000 - 30,00,000 PA.","Noida, Gurgaon/Gurugram, Bangalore/Bengaluru","verbal communication,SQL,Azure,Python,software development life cycle,SDLC,Presentation,written",https://www.naukri.com/job-listings-associate-manager-data-science-enrich-and-enlight-noida-gurgaon-gurugram-bangalore-bengaluru-5-to-10-years-240521001824?src=jobsearchDesk&sid=16259965029981952&xp=12&px=7
112,ExecBoardinAsia, , ,Data Science Manager,11-15 Yrs,Not disclosed,Bangalore/Bengaluru,"Product management,Operations research,Statistical modeling,data science,Machine learning,Customer relationship,Marketing management,Data mining",https://www.naukri.com/job-listings-data-science-manager-execboardinasia-bangalore-bengaluru-11-to-15-years-240321500281?src=jobsearchDesk&sid=16259965029981952&xp=13&px=7
113,Gladwin Analytics,4.0,(2 Reviews),Country Manager - Data Science,8-13 Yrs,Not disclosed,"Mumbai, Bengaluru","Product launch,Computer science,SAP,data science,Diagnostics,Coding,Analytical,Machine learning",https://www.naukri.com/job-listings-country-manager-data-science-gladwin-analytics-mumbai-bengaluru-bangalore-8-to-13-years-221118500074?src=jobsearchDesk&sid=16259965029981952&xp=14&px=7
114,Perform Group,4.2,(12 Reviews),Data Science Specialist,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,"data science,Opencv,Consulting,Research,AWS,Python",https://www.naukri.com/job-listings-data-science-specialist-perform-group-bangalore-bengaluru-3-to-5-years-200521501530?src=jobsearchDesk&sid=16259965029981952&xp=15&px=7
115,ExecBoardinAsia, , ,"Asst. Manager, Data Science and Modelling",11-15 Yrs,Not disclosed,Bangalore/Bengaluru,"data science,Product innovation,Banking,Data quality,Research,digital transformation,Analytics",https://www.naukri.com/job-listings-asst-manager-data-science-and-modelling-execboardinasia-bangalore-bengaluru-11-to-15-years-200421500431?src=jobsearchDesk&sid=16259965029981952&xp=16&px=7
116,ExecBoardinAsia, , ,Head of Data Science,11-15 Yrs,Not disclosed,Bengaluru,"Client satisfaction,Head Business Development,data science,Machine learning,Presales,Recruitment",https://www.naukri.com/job-listings-head-of-data-science-execboardinasia-bengaluru-bangalore-11-to-15-years-190221500276?src=jobsearchDesk&sid=16259965029981952&xp=17&px=7
117,ExecBoardinAsia, , ,"Manager, Data Science",11-15 Yrs,Not disclosed,Bengaluru,"deep learning,Statistical analysis,data science,Machine learning,Cloud,Cosmos,big data,Analytics",https://www.naukri.com/job-listings-manager-data-science-execboardinasia-bengaluru-bangalore-11-to-15-years-170820500744?src=jobsearchDesk&sid=16259965029981952&xp=18&px=7
118,Data is Good, , ,Data Science Coach/Mentor/Instructor,3-8 Yrs,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Data Science,Business Intelligence,Natural Language Processing,Tableau,Spark,Data Analytics,Machine Learning,AWS",https://www.naukri.com/job-listings-data-science-coach-mentor-instructor-data-is-good-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-8-years-160621002677?src=jobsearchDesk&sid=16259965029981952&xp=19&px=7
119,Mindtree Limited,4.0,(1721 Reviews),Data Science -- Module Lead,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Search Engine Optimization,Communication,C,Design Pattern,Computer science,Product management,data science,Analytical",https://www.naukri.com/job-listings-data-science-module-lead-mindtree-limited-bangalore-bengaluru-3-to-6-years-140521500081?src=jobsearchDesk&sid=16259965029981952&xp=20&px=7
120,ExecBoardinAsia, , ,Assistant Director - Data Science,9-10 Yrs,Not disclosed,Bengaluru,"Assistant Director,data science,Analytical,Machine learning,Research,Fact,Supervision",https://www.naukri.com/job-listings-assistant-director-data-science-execboardinasia-bengaluru-bangalore-9-to-10-years-051120500928?src=jobsearchDesk&sid=16259965177053440&xp=1&px=8
121,Brigosha Technologies,3.5,(23 Reviews),Data Science & Cloud Analytics,3-6 Yrs,Not disclosed,Bengaluru,"Text mining,GIT,Neural networks,Business analytics,Network analysis,Machine learning,Natural language processing,Data mining",https://www.naukri.com/job-listings-data-science-cloud-analytics-brigosha-technologies-bengaluru-bangalore-3-to-6-years-281120500226?src=jobsearchDesk&sid=16259965177053440&xp=2&px=8
122,Gladwin Analytics,4.0,(2 Reviews),Assistant Manager - Data Science,4-9 Yrs,Not disclosed,"Mumbai, Bengaluru","Logistic regression,Statistical analysis,data science,SAS,Analytical,Machine learning,FMCG,Business intelligence",https://www.naukri.com/job-listings-assistant-manager-data-science-gladwin-analytics-mumbai-bengaluru-bangalore-4-to-9-years-221118500069?src=jobsearchDesk&sid=16259965177053440&xp=3&px=8
123,Quality Engineering  Software Technologies Pvt. Ltd.,3.3,(746 Reviews),Data Science consultant,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"big data,Dockers,numpy,DevOps,mathplotlib,keras,spacy,Python",https://www.naukri.com/job-listings-data-science-consultant-quality-engineering-software-technologies-pvt-ltd-bangalore-bengaluru-3-to-6-years-220621501131?src=jobsearchDesk&sid=16259965177053440&xp=4&px=8
124,ExecBoardinAsia, , ,Data Science DVP VP Temp Role,11-15 Yrs,Not disclosed,Bangalore/Bengaluru,"Logistic regression,data science,Time series analysis,Machine learning,linear regression,Regression testing,Pattern recognition,Data mining",https://www.naukri.com/job-listings-data-science-dvp-vp-temp-role-execboardinasia-bangalore-bengaluru-11-to-15-years-220421500292?src=jobsearchDesk&sid=16259965177053440&xp=5&px=8
125,NewsHunt, , ,Data Science - Boot Camp,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"data science,Machine learning,Programming,Infrastructure,Deployment,Research,Distribution system,Monitoring",https://www.naukri.com/job-listings-data-science-boot-camp-newshunt-bangalore-bengaluru-2-to-5-years-210621500699?src=jobsearchDesk&sid=16259965177053440&xp=6&px=8
126,BRIDGEi2i Analytics Solutions Private Limited,3.5,(43 Reviews),ANALYTICS CONSULTANT - DATA SCIENCE,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Statistical analysis,data science,Business Analyst,GCP,Machine learning,cloud storage,Analytics,SQL",https://www.naukri.com/job-listings-analytics-consultant-data-science-bridgei2i-analytics-solutions-private-limited-bangalore-bengaluru-3-to-5-years-210521500549?src=jobsearchDesk&sid=16259965177053440&xp=7&px=8
127,BRIDGEi2i Analytics Solutions Private Limited,3.5,(43 Reviews),SCM - DATA SCIENCE,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,"Procurement,Supply chain management,data science,Simulation,Analytical,Machine learning,Network planning,SCM",https://www.naukri.com/job-listings-scm-data-science-bridgei2i-analytics-solutions-private-limited-bangalore-bengaluru-2-to-4-years-200521500791?src=jobsearchDesk&sid=16259965177053440&xp=8&px=8
128,Burgeon IT Services Pvt ltd,4.1,(8 Reviews),Data Science Consultant,5-8 Yrs,Not disclosed,Bengaluru,"Machine Learning,Azure Cognitive Services,Power Automate,Python,Data Science,IT Skills,Azure,IT services",https://www.naukri.com/job-listings-data-science-consultant-burgeon-it-services-pvt-ltd-bengaluru-bangalore-5-to-8-years-180221500999?src=jobsearchDesk&sid=16259965177053440&xp=9&px=8
129,Optidesk Solutions Private Limited, , ,MSSQL Data Science & R Analytics Programmer,2-6 Yrs,Not disclosed,Bengaluru,"SAP,SSRS,Machine learning,JSON,Windows,Stored procedures,Oracle,SSIS",https://www.naukri.com/job-listings-mssql-data-science-r-analytics-programmer-optidesk-solutions-private-limited-bengaluru-bangalore-2-to-6-years-171219500709?src=jobsearchDesk&sid=16259965177053440&xp=10&px=8
130,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Team Lead/Consultant-Data Science,7-11 Yrs,Not disclosed,Bangalore/Bengaluru,"Publishing,data science,Architecture,management,Business Economics,Machine learning,Consulting,Management",https://www.naukri.com/job-listings-team-lead-consultant-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-7-to-11-years-170621907638?src=jobsearchDesk&sid=16259965177053440&xp=11&px=8
131,Mindtree Limited,4.0,(1721 Reviews),Data Science -- Technical Architect,5-9 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Java,Python,Data Science,Cloud,Big Data,AWS,Cloud computing",https://www.naukri.com/job-listings-data-science-technical-architect-mindtree-limited-bangalore-bengaluru-5-to-9-years-160621500878?src=jobsearchDesk&sid=16259965177053440&xp=12&px=8
132,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Team Lead/Consultant-Data Science,7-11 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Python,Data Science,Artificial Intelligence,Business administration,Publishing,Architecture,Consulting",https://www.naukri.com/job-listings-team-lead-consultant-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-7-to-11-years-120621900884?src=jobsearchDesk&sid=16259965177053440&xp=13&px=8
133,D Cube Analytics,2.5,(5 Reviews),Principal Consultant - Data Science,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer science,deep learning,C++,data science,Neural networks,Analytical,Machine learning,Data analytics",https://www.naukri.com/job-listings-principal-consultant-data-science-d-cube-analytics-bangalore-bengaluru-5-to-10-years-100521500930?src=jobsearchDesk&sid=16259965177053440&xp=14&px=8
134,ANI Technologies Pvt Ltd (Olacabs),4.0,(1216 Reviews),Data Sciences Lead,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,"Product management,Computer science,Consulting,Machine learning,Data quality,Investment banking,Data mining,Forecasting",https://www.naukri.com/job-listings-data-sciences-lead-ani-technologies-pvt-ltd-olacabs-bangalore-bengaluru-3-to-7-years-080621500077?src=jobsearchDesk&sid=16259965177053440&xp=15&px=8
135,D Cube Analytics,2.5,(5 Reviews),Data Science Lead,10-12 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer science,deep learning,C++,data science,Neural networks,Analytical,Machine learning,Data analytics",https://www.naukri.com/job-listings-data-science-lead-d-cube-analytics-bangalore-bengaluru-10-to-12-years-070420500605?src=jobsearchDesk&sid=16259965177053440&xp=16&px=8
